timestamp,Compound_V_Vials_open,Compound_V_Vials_high,Compound_V_Vials_low,Compound_V_Vials_close,Compound_V_Vials_volume,Heisenberg_Crystals_open,Heisenberg_Crystals_high,Heisenberg_Crystals_low,Heisenberg_Crystals_close,Heisenberg_Crystals_volume,Infinity_Stones_open,Infinity_Stones_high,Infinity_Stones_low,Infinity_Stones_close,Infinity_Stones_volume,Pieces_Of_Eight_open,Pieces_Of_Eight_high,Pieces_Of_Eight_low,Pieces_Of_Eight_close,Pieces_Of_Eight_volume,Solaris_Stardust_open,Solaris_Stardust_high,Solaris_Stardust_low,Solaris_Stardust_close,Solaris_Stardust_volume,Valyrian_Steel_open,Valyrian_Steel_high,Valyrian_Steel_low,Valyrian_Steel_close,Valyrian_Steel_volume,Jack,Queen,Ace,King,Black_Joker,Red_Joker
4429,1003.3107,1013.2602,1001.7619,1013.0211,2560,101.4321,101.7476,101.3655,101.4751,1277.2,119.3259,122.6837,119.0117,122.2092,10627.42,93.4062,93.4983,93.0777,93.127,1159,1769.2112,1776.3304,1767.2042,1772.9553,2599,884.4969,884.7088,876.1915,877.718,840.04,-1,0,0,0,0,0
4430,1013.0211,1014.1628,1010.991,1011.7724,8644,101.7338,101.7415,101.317,101.5026,596.3,122.2092,122.3356,121.7843,122.0093,12003.99,93.127,93.1663,93.0157,93.1648,1925,1772.9553,1780.6199,1770.2787,1776.8143,8701,878.3689,880.6532,870.676,870.676,854.6,0,0,0,0,0,0
4431,1011.7724,1011.9401,1009.7129,1011.3633,126,101.8475,102.0774,101.4263,101.992,610.7,122.0093,123.7347,121.8694,123.5127,10320.13,93.1648,93.4597,92.9964,93.3661,1296,1776.8143,1783.5713,1775.8683,1780.8401,9040,872.5385,882.2498,872.5385,882.2498,837.43,0,0,0,0,1,0
4432,1011.3633,1015.8411,1010.2569,1014.8437,6822,102.0002,102.5362,101.9736,102.4702,714.9,123.5127,125.1069,122.9726,125,5902.07,93.3661,93.738,93.3208,93.612,1516,1780.8401,1784.7359,1778.2137,1784.414,4633,882.4246,889.3816,880.4712,889.3816,844.03,0,0,0,0,0,0
4433,1014.8437,1016.6883,1010.6075,1011.3142,5367,102.1142,102.551,101.8504,101.9019,410.6,125,125.0914,124.6745,125,11627.87,93.612,93.8138,93.5547,93.717,1953,1784.414,1792.9147,1779.1638,1788.0478,2712,890.5105,893.0934,888.361,888.9887,835.15,0,0,0,0,0,0
4434,1011.3142,1013.226,1011.2825,1013.0398,2404,101.3612,102.0315,101.2225,101.2949,469.8,125,125.0411,124.5121,124.6443,7602.62,93.717,93.8752,93.5404,93.6271,1717,1788.0478,1791.5547,1781.4817,1785.6306,6780,888.1535,890.4796,885.3665,887.4417,832.01,-1,0,-1,0,0,0
4435,1013.0398,1014.3242,1012.8958,1013.5418,3639,101.4467,101.5379,101.173,101.3222,1221.7,124.6443,125.1985,124.256,125,5029.06,93.6271,94.0132,93.5935,93.9753,1552,1785.6306,1786.6663,1780.2738,1785.1341,7458,885.7716,887.9428,885.6531,885.6531,835.95,0,0,0,0,0,1
4436,1013.5418,1014.223,1012.8995,1014.0378,7179,101.4744,101.9245,101.1504,101.789,1876.8,125,125.4148,124.3895,124.5533,9345.14,93.9753,94.4532,93.8589,94.4302,1504,1785.1341,1794.5787,1783.9702,1791.7737,11074,884.2116,888.8072,883.7764,888.2997,829.43,0,0,0,0,0,0
4437,1014.0378,1015.5344,1011.3895,1011.3921,5017,101.8058,102.3496,101.7257,102.302,1863,124.5533,125.0159,124.5263,125,13242.66,94.4302,94.5271,94.0174,94.0562,1047,1791.7737,1810.358,1788.8722,1805.7187,3277,887.4603,889.6418,882.9403,889.1856,840.43,0,0,0,0,-1,0
4438,1011.3921,1012.8639,1009.7821,1011.6084,1229,102.2234,102.3076,101.9809,102.1024,1651.4,125,125.0116,123.6533,123.8802,8256.72,94.0562,94.0777,87.4934,93.6756,1679,1805.7187,1811.185,1804.3316,1809.7599,2260,891.1653,895.1561,891.1653,894.0687,832.93,0,0,0,0,0,0
4439,1011.6084,1013.3389,1010.1592,1011.9828,9679,101.9205,102.148,101.6763,101.8193,1200.8,123.8802,124.0263,120.3538,120.8107,12376.08,93.6756,93.6866,91.8499,92.0336,1799,1809.7599,1812.633,1801.2932,1803.7019,9492,896.1055,902.1004,893.6562,894.2645,838,0,0,0,0,0,0
4440,1011.9828,1012.7334,1007.523,1009.3783,7433,101.5772,101.9151,101.5391,101.7356,901.2,120.8107,123.0487,120.737,122.5561,7491.38,92.0336,92.1906,91.5402,91.6793,1312,1803.7019,1808.2518,1790.2441,1794.9105,4520,895.0582,900.3216,895.0582,899.2135,840.87,0,0,0,0,0,0
4441,1009.3783,1011.5387,1008.11,1010.8717,619,101.4665,101.7385,101.375,101.7089,1481.5,122.5561,122.8229,122.1826,122.6481,9347.69,91.6793,95.1139,88.6264,92.0522,1759,1794.9105,1803.9106,1790.496,1800.5839,1243,897.0333,902.7495,896.661,902.7495,839.67,0,0,-1,0,0,0
4442,1011.3933,1016.7876,1010.9471,1015.256,4642,102.008,102.1007,101.4796,102.0544,2356.5,122.6481,122.7609,122.3615,122.7422,7954.61,92.0522,93.447,91.9211,93.3147,1571,1800.5839,1805.7164,1797.4949,1802.0947,6667,900.2277,903.6905,896.6733,903.6905,842.28,-1,0,0,0,1,-1
4443,1015.256,1019.821,1014.2637,1019.6234,3919,102.147,102.4188,101.9083,102.3594,1551.1,122.7422,122.9836,122.36,122.7422,11070.22,93.3147,93.5916,93.227,93.566,1326,1802.0947,1811.7158,1800.5278,1808.2724,5763,904.559,904.559,893.5934,895.3463,838.28,0,0,0,0,0,0
4444,1019.6234,1024.3735,1019.1555,1024.1863,2423,102.2772,102.4768,102.2355,102.4088,1122,122.7422,122.8128,106.9421,107,11833.4,93.566,93.9459,93.4702,93.9367,1066,1808.2724,1808.354,1793.1812,1796.0402,10622,897.4918,907.9412,897.4918,906.6724,838.03,0,0,0,0,0,0
4445,1024.1863,1030.7769,1022.3432,1029.1982,2408,101.9532,102.5305,101.9027,102.0854,1255.7,107,107.1322,104.3458,104.4108,10837.37,93.9367,94.0627,93.7327,93.852,1792,1796.0402,1799.5048,1775.9303,1779.7128,2034,905.3427,906.4642,899.8301,906.3405,828.72,0,0,0,0,0,0
4446,1029.1982,1034.6767,1028.6631,1034.5476,4560,101.9996,102.2441,101.6099,101.7361,1717.5,104.4108,104.4347,101.0498,101.2637,10439.89,93.852,94.3084,93.709,94.1732,1600,1779.7128,1790.844,1774.9367,1786.838,7910,907.543,915.7917,907.1557,915.1024,835.3,0,0,0,0,1,0
4447,1034.5476,1039.9387,1032.7656,1039.2774,1332,101.6978,101.9278,101.634,101.7626,1911.8,101.2637,103.9303,101.1629,103.7347,7206.49,94.1732,94.6767,94.1304,94.6109,1565,1786.838,1806.4216,1781.8433,1804.944,6554,915.8739,915.8739,906.2317,907.331,832.92,0,0,-1,0,0,1
4448,1039.2774,1046.0586,1038.889,1045.7503,6095,101.6562,102.0599,101.5748,101.8512,1474.7,103.7347,103.9265,103.1661,103.311,9739.41,94.6109,94.6248,94.2595,94.3719,1689,1804.944,1805.6789,1800.46,1801.7641,3390,905.6087,907.8237,902.8639,905.9387,838.93,0,0,0,0,0,0
4449,1045.7503,1053.1333,1044.7679,1051.418,5165,102.0109,102.4269,101.604,102.2065,1114.1,103.311,103.3342,101.5761,101.7358,13546.98,94.3719,94.929,94.2441,94.7824,1625,1801.7641,1804.2144,1785.1873,1787.5143,7006,905.654,913.0197,902.0321,913.0197,841.02,-1,0,0,0,0,0
4450,1051.418,1058.989,1050.3831,1058.3691,2102,102.7368,102.7492,101.9313,102.5769,1161.5,101.7358,103.4158,101.6668,103.3309,13605.66,94.7824,94.8798,94.7579,94.8283,1317,1787.5143,1788.2205,1776.685,1781.5516,2147,913.2205,917.8619,911.525,912.4111,842.4,0,0,0,0,0,0
4451,1058.3691,1059.9217,1056.3032,1057.9205,7266,102.3649,102.608,102.2028,102.485,1456.7,103.3309,105.425,103.2834,105.2823,11645.69,94.8283,94.928,94.4445,94.6284,1507,1781.5516,1782.931,1773.1438,1776.2956,904,913.4614,926.8515,913.4614,926.8515,823.85,0,0,0,0,0,0
4452,1057.9205,1058.3484,1054.4092,1054.8779,5012,102.5678,102.8035,101.9076,102.0176,1928.9,105.2823,107.0593,105.1118,107,13979.99,94.6284,100.9868,94.5066,94.8395,1301,1776.2956,1783.5578,1775.8652,1778.7,6780,929.1593,933.1417,925.544,931.4906,846,0,0,0,0,0,0
4453,1054.8779,1056.7106,1053.4237,1053.4292,4294,101.7586,102.3401,101.4039,101.5151,1392.4,107,107.153,105.7259,105.7614,5831.01,94.8395,96.2003,94.8354,96.1346,1137,1778.7,1780.9238,1766.4627,1771.7101,10170,928.7691,940.866,927.522,939.76,836.31,0,0,0,0,-1,1
4454,1053.4292,1056.6078,1053.1611,1055.0136,2921,101.3816,101.496,101.3183,101.4129,707.1,105.7614,105.8586,104.8924,105.1427,10779.56,96.1346,96.4527,95.9934,96.3437,1555,1771.7101,1773.8903,1767.3197,1769.7262,4972,941.2048,943.0451,932.4114,932.4114,846.63,0,0,0,0,0,0
4455,1054.2169,1055.2349,1048.707,1050.3164,3645,101.7122,101.9037,101.1984,101.862,1429.3,105.1427,105.4385,102.8997,103.0346,7528.69,96.3437,96.5022,95.9654,96.0659,1747,1769.7262,1773.246,1758.3045,1762.1999,10848,935.0449,940.0816,934.3765,939.4628,835.01,-1,0,-1,0,0,0
4456,1050.3164,1050.684,1043.7947,1045.5865,594,102.1531,102.3552,101.5456,102.2381,2093.4,103.0346,105.7739,102.9715,105.7583,12109.57,96.0659,102.0827,95.6081,95.7262,1827,1762.1999,1764.3228,1756.94,1758.0273,339,937.0874,937.0874,930.9533,933.5414,846.51,0,0,0,0,0,0
4457,1045.5865,1046.0761,1040.0189,1040.3671,6233,101.7765,102.4116,101.7654,101.927,1716,105.7583,105.8606,104.9516,105.072,10735.51,95.7262,95.917,94.4902,94.5788,1257,1758.0273,1759.6616,1740.0285,1745.2538,7232,933.4865,938.3225,933.4865,935.4548,835.72,0,0,0,0,0,0
4458,1040.3671,1042.0359,1033.609,1035.2006,3041,101.7211,102.023,101.3957,101.5819,1212.1,105.072,106.7354,104.7437,106.6905,6464.54,94.5788,95.0142,94.5218,94.9475,1641,1745.2538,1754.4898,1743.1737,1752.7544,904,935.8626,950.1827,935.8626,950.1827,839.02,0,0,1,0,1,0
4459,1035.2006,1035.2391,1028.9172,1029.5504,1205,101.7525,101.76,101.4267,101.5691,1084.1,106.6905,107.1734,106.4195,107,7173.46,94.9475,95.0756,94.9098,95.0165,1272,1752.7544,1756.0288,1743.0135,1746.7358,679130,950.7548,955.5666,950.7548,952.6309,839.7,1,0,0,0,0,0
4460,1029.5504,1031.0888,1022.172,1023.6345,1118,101.7847,102.0405,101.4716,101.8188,1240.6,107,107.3076,105.4055,105.8085,5330.94,95.0165,95.311,94.9242,95.2414,1662,1746.7358,1749.7309,1741.0942,1742.4039,2712,952.1821,952.1821,943.5612,943.5612,830.98,0,0,0,0,0,1
4461,1023.6345,1024.5452,1016.2858,1017.8767,1937,102.0493,102.3318,101.8107,102.1944,1391,105.8085,105.8944,105.0639,105.4647,9623.42,95.2414,95.3527,95.2215,95.3374,1956,1742.4039,1743.6473,1735.6346,1738.873,11300,942.8679,943.5582,937.675,943.5582,833.79,0,0,0,0,0,0
4462,1017.8767,1019.5799,1017.3238,1018.1006,5585,102.0093,102.2868,102.0012,102.1765,1606.9,105.4647,105.491,105.0856,105.2265,7847.97,95.3374,95.4125,89.3032,95.3086,1465,1738.873,1742.58,1730.6375,1734.6806,6893,948.276,948.276,938.8405,938.8405,3334.03,0,0,0,0,0,0
4463,1018.1006,1018.6454,1015.9821,1017.1542,4801,102.2514,102.3217,101.6258,101.9162,1997.9,105.2265,107.2304,105.2063,107,10727.56,95.3086,95.3971,93.5845,93.663,1095,1734.6806,1738.1277,1726.5632,1731.0863,7797,928.3572,952.5187,926.0759,952.5187,979.09,0,0,0,0,0,0
4464,1017.1542,1022.7346,1016.0578,1021.1481,538,102.117,102.1906,101.327,101.6775,1409.8,107,107.0579,105.7702,105.8341,10061.29,93.663,94.1739,93.5133,94.1086,1745,1731.0863,1735.3858,1725.8139,1727.4398,9831,955.0329,969.7637,952.6122,964.5995,983.38,0,0,0,0,0,1
4465,1021.1481,1022.7252,1014.6515,1015.7496,6876,101.8381,102.2768,101.5263,102.0166,882.8,105.8341,106.0196,104.3394,104.452,5858,94.1086,94.1609,93.7989,93.9192,1210,1727.4398,1731.7123,1720.7314,1723.8958,8588,971.775,971.775,949.5839,955.7783,980.78,0,0,0,0,-1,0
4466,1015.7496,1016.1534,1012.109,1013.6783,1974,101.9969,102.3683,101.7267,102.207,1517.2,104.452,106.6227,104.332,106.4175,12598.37,93.9192,94.0233,93.6264,93.6858,1469,1723.8958,1724.2918,1716.1469,1720.2642,8814,952.8303,952.8303,932.994,932.994,971.16,0,0,0,1,0,0
4467,1013.6783,1017.2936,1012.7347,1015.5319,3880,102.1161,102.5818,102.0454,102.3399,1877.6,106.4175,107.164,105.8019,107,13641.69,93.6858,93.8492,93.4543,93.4561,1940,1720.2642,1720.3272,1713.2325,1715.9981,226,927.2575,927.2575,906.6013,906.6013,973.25,1,0,-1,0,0,0
4468,1015.5319,1015.5569,1014.0152,1014.9071,7597,102.3945,102.676,102.0984,102.2901,1606.6,107,107.1261,106.0748,106.2209,11785.66,93.4561,93.5948,93.3341,93.5327,1213,1715.9981,1716.3516,1710.0948,1711.8694,791,906.8717,906.8717,890.5133,897.8728,975.26,0,0,0,0,0,0
4469,1014.9071,1016.0242,1013.3205,1015.3795,624,102.3626,102.6157,102.0935,102.2301,1860.3,106.2209,106.3197,105.0742,105.2318,13629.2,93.5327,94.0957,93.3588,93.9817,1397,1711.8694,1712.0764,1707.4264,1708.1985,9379,900.6284,905.82,893.6523,904.869,984.28,0,0,0,0,0,0
4470,1015.3795,1016.8073,1014.2453,1014.3516,4602,102.184,102.2439,101.798,102.021,982.9,105.2318,105.4806,103.7953,103.8791,10641.81,93.9817,94.1102,87.7186,93.8857,1438,1708.1985,1709.1053,1700.9503,1704.2694,4407,903.832,913.6552,903.5959,911.4706,979.47,0,0,1,0,0,1
4471,1014.3516,1015.5392,1013.7736,1015.4986,305,101.7328,102.4556,101.678,102.0089,855.1,103.8791,103.899,103.4302,103.4697,10472.59,93.8857,93.9186,92.7949,92.8924,1469,1704.2694,1708.1012,1699.3793,1700.2316,2712,916.2466,934.8312,916.2466,929.2988,981.61,0,0,0,0,0,0
4472,1015.4986,1017.4561,1013.8311,1015.8431,9823,102.6396,102.6436,101.7259,102.1363,1072.1,103.4697,105.7579,103.4563,105.4968,8882.97,92.8924,93.0236,92.498,92.6056,1033,1700.2316,1700.4233,1691.8935,1696.5579,4859,928.2934,929.9234,918.8656,920.3014,987.25,0,0,0,0,0,0
4473,1015.8431,1017.5188,1013.7329,1014.0217,6789,102.3615,102.4678,101.8803,102.2103,1046.5,105.4968,107.2309,105.4354,107,9399.64,92.6056,98.8633,92.5391,92.7414,1855,1696.5579,1698.662,1691.4123,1693.042,3729,918.6157,926.9938,917.8297,925.8799,979.29,-1,0,0,0,-1,0
4474,1014.0217,1015.6458,1012.9913,1014.9557,421,102.216,102.3796,101.6956,101.8489,908.3,107,107.1484,104.2743,104.4462,13921.67,92.7414,93.8302,92.5979,93.7577,1274,1693.042,1694.8768,1688.9425,1689.166,5989,922.1143,922.1143,899.0942,899.0942,976.54,0,0,0,0,0,0
4475,1014.9557,1015.6809,1014.1062,1015.5808,1653,101.873,102.1194,101.3766,101.5247,1112.9,104.4462,105.4736,104.3913,105.3969,9793.66,93.7577,99.9783,93.6522,93.896,1931,1689.166,1689.8268,1682.3246,1685.2891,11074,897.4717,912.1785,897.4717,907.5198,978.25,0,0,0,0,0,0
4476,1015.5808,1016.4649,1014.0481,1014.4292,7100,101.4799,101.5942,100.9092,101.1791,1337.5,105.3969,105.7188,103.6984,103.7315,6198.63,93.896,95.117,93.729,94.9821,1883,1685.2891,1687.2697,1681.0498,1681.5718,4972,913.3075,933.7746,913.3075,933.2444,978.39,0,0,1,0,0,0
4477,1014.4292,1017.5197,1012.8466,1017.295,1173,101.0663,101.3608,100.8492,101.0384,925,103.7315,103.7412,101.889,102.0938,6522.85,94.9821,95.1266,94.3892,94.518,1895,1681.5718,1685.6733,1673.2985,1677.8909,5424,936.4918,936.5159,923.0294,926.9844,985.51,0,0,0,0,0,0
4478,1017.295,1021.8352,1017.1609,1020.0624,7150,100.9902,101.1437,100.7456,100.8846,1423.6,102.0938,102.1744,99.391,99.5174,6576.54,94.518,94.5448,94.1,94.1527,1925,1677.8909,1682.1848,1672.7737,1674.0721,5537,928.0675,928.0675,896.111,896.111,980.4,0,0,0,0,1,1
4479,1020.0624,1023.7791,1019.6826,1021.9526,6248,100.8557,101.214,100.6679,100.9534,2127.6,99.5174,99.6557,99.1221,99.1417,6758.85,94.1527,94.2289,94.0371,94.179,1669,1674.0721,1678.8734,1665.8339,1670.1827,7684,897.1011,919.1337,894.3093,915.5693,969.54,1,0,0,0,0,0
4480,1021.9526,1023.8329,1021.0696,1023.708,6398,100.8682,101.2544,100.5944,100.9612,2171.8,99.1417,99.3888,97.4238,97.9689,12513.91,94.179,94.2988,93.9172,93.9557,1954,1670.1827,1671.1596,1663.916,1666.8177,9718,917.2922,919.809,902.2155,914.8918,990.15,0,0,0,0,0,0
4481,1023.708,1025.5904,1022.3429,1023.1158,9291,100.7837,101.3559,100.7496,100.9994,1680.2,97.9689,100.7119,97.9627,100.6466,12691.88,93.9557,94.0562,93.696,93.8617,1425,1666.8177,1670.7398,1660.9642,1663.0756,4181,917.5629,934.0175,913.183,934.0175,970.14,0,0,0,0,0,0
4482,1023.1158,1026.1788,1023.0099,1024.7877,9143,100.6258,101.1776,100.6119,100.9518,726.7,100.6466,100.7128,98.7152,98.7266,7029.11,93.8617,97.03,90.8444,93.9775,1883,1663.0756,1667.4589,1655.8909,1659.7075,4294,933.4888,947.6062,933.4888,947.6062,982.81,0,0,0,0,1,0
4483,1024.7877,1024.9137,1024.101,1024.6421,3537,100.6806,101.2769,100.5883,101.1774,1139.9,98.7266,99.8332,98.5495,99.8203,13672.21,93.9775,95.6293,93.8592,95.5401,1620,1659.7075,1661.7376,1653.5338,1656.2475,3277,951.9164,956.6986,922.8924,922.8924,983.31,0,0,1,0,0,0
4484,1024.6421,1024.8991,1024.584,1024.5977,9371,100.9743,101.7784,100.9537,101.5638,1785.3,99.8203,100.1993,99.706,100.0826,12373.4,95.5401,95.6169,95.094,95.1287,1500,1656.2475,1661.1309,1651.5784,1652.4062,10961,920.6683,930.5102,917.6418,927.0812,976.19,1,0,0,0,0,-1
4485,1024.5977,1027.0468,1023.5084,1026.6301,258,101.4006,101.9068,101.0989,101.7411,1090.7,100.0826,102.2373,100.0429,102.1682,5331.88,95.1287,95.2127,94.5974,94.6894,1677,1652.4062,1654.1379,1643.0202,1646.4967,1582,927.193,927.193,916.9884,924.9246,982.51,0,0,0,0,0,0
4486,1026.6301,1027.3774,1025.7557,1027.0393,703,101.4067,101.897,101.1505,101.8571,984.7,102.1682,102.2687,100.9359,100.9797,13521.16,94.6894,95.0539,88.5282,94.9617,1048,1646.4967,1648.4895,1638.0336,1638.8872,619579,925.7731,926.8146,917.64,924.0897,974.97,0,0,0,0,0,0
4487,1027.0393,1028.4555,1025.7423,1028.3843,2899,101.3386,102.3225,101.1763,101.6353,1221.5,100.9797,103.9885,100.9692,103.9471,8007.69,94.9617,96.3585,94.8278,96.3145,1158,1638.8872,1639.8776,1634.5918,1635.4315,11300,926.159,926.159,909.3482,909.3482,969.41,0,0,0,0,0,0
4488,1028.3843,1030.1335,1026.2384,1028.1102,2923,101.42,102.1916,101.178,101.3467,342.8,103.9471,104.1945,100.8601,101.1209,5493.75,96.3145,96.689,96.2294,96.5279,1096,1635.4315,1640.1819,1628.5359,1632.0939,1017,908.4974,912.121,901.1107,912.121,979.32,0,0,0,0,1,0
4489,1028.1102,1029.5963,1026.9177,1028.7426,4752,101.1636,101.4933,101.0689,101.1127,455.3,101.1209,101.1625,99.5447,99.8206,7053.76,96.5279,96.7888,96.5091,96.6667,1560,1632.0939,1635.5553,1627.5972,1628.5903,2599,916.0015,916.0015,901.6948,902.1825,978.41,0,0,0,0,0,1
4490,1028.7426,1029.3894,1026.1559,1026.4724,8924,100.8641,101.2332,100.7739,100.9462,932.8,99.8206,99.9583,98.9144,99.1822,7349.64,96.6667,96.8578,96.5584,96.6482,1200,1628.5903,1631.2579,1621.033,1624.949,3616,893.8687,905.6094,893.8687,900.9464,974.95,-1,0,0,0,0,0
4491,1026.4724,1028.273,1023.0403,1024.0137,268,100.4777,100.9806,100.3588,100.5638,1790,99.1822,99.2475,97.8976,97.9658,9454.49,96.6482,96.8043,96.4304,96.4768,1723,1624.949,1629.5997,1617.0149,1620.9061,10170,903.2955,907.063,890.6959,890.6959,982.52,0,0,-1,0,0,0
4492,1024.0137,1024.7885,1022.0107,1022.0633,3440,100.3166,100.771,100.2843,100.4407,1931,97.9658,98.4195,97.7402,98.001,8461.82,96.4768,96.4986,96.1287,96.1511,1258,1620.9061,1624.3287,1615.5165,1617.1695,10735,885.1259,900.1469,883.9674,891.4884,977.07,0,0,0,0,0,0
4493,1022.0633,1027.4598,1021.3241,1025.6968,3751,100.5765,100.8319,100.3589,100.6993,787,98.001,98.1971,97.9496,98.0758,9554.79,96.1511,96.6514,96.0758,96.4865,1767,1617.1695,1619.3855,1613.5317,1613.544,8136,904.2043,913.3118,900.3142,913.3118,978.68,0,0,0,0,0,0
4494,1025.6968,1029.7403,1024.4833,1028.1951,2412,100.7904,101.0391,100.4873,100.7494,881.4,98.0758,98.1832,98.038,98.1401,12338.77,96.4865,96.832,96.3039,96.8261,1067,1613.544,1617.3716,1608.1973,1609.7751,8023,915.5834,941.4266,915.5834,935.3003,989.38,0,0,0,0,1,0
4495,1028.1951,1028.6813,1026.9496,1027.3759,4868,100.9422,101.0891,100.6453,100.8174,993.5,98.1401,98.5265,97.9462,98.1718,13795.74,96.8261,96.9932,96.7669,96.7928,1553,1609.7751,1611.5896,1601.4558,1605.8345,1808,933.671,935.5021,910.2604,920.9627,978.5,0,0,0,0,0,0
4496,1027.3759,1069.0438,1026.5954,1068.7276,5686,100.7785,100.9948,100.5758,100.7709,1002.4,98.1718,98.5224,97.8663,98.2394,6187.11,96.7928,97.2837,96.6439,97.2228,1689,1605.8345,1606.5002,1600.3181,1602.4387,9153,919.4236,931.1474,918.0118,923.6104,982.53,1,0,-1,0,0,0
4497,1068.7276,1080.7003,1067.2366,1079.0409,1780,100.6021,100.9307,100.5878,100.7648,1562.3,98.2394,98.4565,98.106,98.3032,7516.27,97.2228,100.6919,94.1097,97.5644,1351,1602.4387,1606.046,1594.8201,1599.1727,1582,924.7684,929.575,916.5744,929.575,986.56,0,0,0,0,0,-1
4498,1079.0409,1089.3707,1077.2461,1088.8145,8719,100.6626,100.9731,100.5309,100.7971,1438.6,98.3032,98.6603,98.259,98.3337,12276.34,97.5644,99.2617,97.5627,99.1652,1797,1599.1727,1603.8134,1591.8053,1595.2053,6780,937.8966,952.7742,937.8966,945.402,987.27,0,0,0,0,0,0
4499,1088.8145,1099.4342,1088.6726,1098.949,7219,100.5702,101.1506,100.5132,100.7248,1350.7,98.3337,98.8987,98.205,98.3777,6897.68,99.1652,99.374,98.9741,99.3126,1145,1595.2053,1596.2073,1588.2872,1591.5477,7232,942.0956,942.0956,914.0816,919.3455,978.42,0,0,0,0,0,0
4500,1098.949,1109.9272,1098.8803,1109.3646,9087,100.5471,101.0511,100.1503,100.3076,906.1,98.3777,98.6736,98.1685,98.4157,9793.61,99.3126,99.432,99.2109,99.3456,1103,1591.5477,1592.3433,1585.5825,1587.7675,10396,921.3559,924.3645,914.0777,919.3996,974.97,-1,0,1,0,0,0
4501,1109.3646,1110.746,1098.8468,1100.1437,5539,99.7382,100.7159,99.6124,99.8407,1217.2,98.4157,98.6966,98.2565,98.454,8504.96,99.3456,99.5115,98.8526,99.0288,1504,1587.7675,1592.0813,1583.9647,1584.4618,11187,924.7908,924.7908,909.883,917.5252,980.15,0,0,0,0,0,0
4502,1100.1437,1101.0531,1099.3754,1100.0197,3741,99.7018,100.3905,99.5124,99.7662,1941.2,98.454,98.6831,98.1224,98.454,98837.42,99.0288,99.5491,98.86,99.4481,1853,1584.4618,1585.2183,1576.7749,1580.7127,4068,916.6816,919.7178,896.6263,902.1276,986,0,0,0,0,-1,0
4503,1100.0197,1103.0914,1098.9209,1103.0172,9011,100.0427,100.3771,99.8089,100.0133,2065.2,98.454,100.5211,98.3343,100.3307,13201.9,99.4481,99.9222,99.3315,99.7869,1989,1580.7127,1581.9025,1574.6349,1576.8907,791,907.4244,921.9564,901.7412,919.0067,984.01,0,0,0,0,0,-1
4504,1103.0172,1103.9972,1092.3503,1093.7408,2914,100.0619,100.1454,99.6754,99.9493,1445.1,100.3307,101.4364,100.3276,101.3755,12769.15,99.7869,101.9303,99.7605,101.747,1540,1576.8907,1579.3107,1572.1159,1573.0244,8136,915.3329,915.3329,877.4785,877.4785,979.07,0,0,0,0,0,0
4505,1093.7408,1094.9978,1092.4101,1093.4157,3083,99.9512,100.3081,99.6386,100.2095,2153.4,101.3755,104.563,101.2188,104.4398,6904.68,101.747,102.1533,101.6076,101.9741,1572,1573.0244,1573.4101,1567.2628,1569.3384,1582,881.9051,898.1235,881.9051,891.6878,984.63,0,0,0,0,0,0
4506,1093.4157,1094.3004,1082.4422,1083.6965,5293,100.0527,100.6868,99.665,100.2209,1713.2,104.4398,105.9572,104.2579,105.6398,12056.28,101.9741,102.0479,95.7429,101.7607,1810,1569.3384,1571.2528,1562.4913,1565.9171,9718,896.4726,907.3358,887.4344,903.4458,980.53,0,1,1,0,0,0
4507,1083.6965,1084.8111,1082.1722,1083.6022,2984,100.271,100.8543,99.8417,100.31,1343.8,105.6398,105.6548,105.2537,105.3007,13880.21,101.7607,101.9022,100.6766,100.7006,1652,1565.9171,1566.5759,1561.5305,1562.5188,1469,911.1802,916.4596,906.8243,907.2853,972.13,0,0,0,0,0,1
4508,1083.6022,1087.0942,1082.512,1086.5488,9562,100.4854,100.5962,100.0027,100.3907,1756.5,105.3007,107.3891,105.1642,107.3258,13302.3,100.7006,101.2899,100.6231,101.1235,1344,1562.5188,1563.0208,1555.2698,1559.3499,8249,908.4546,913.8355,900.432,911.2999,979.48,-1,0,0,0,1,0
4509,1086.5488,1089.5763,1085.8172,1089.2453,460,100.1073,100.4598,100.0438,100.2469,2014.9,107.3258,109.006,107.2736,108.7567,11089.54,101.1235,101.7313,101.1054,101.5926,1721,1559.3499,1560.5585,1551.8874,1555.9774,4633,907.8096,907.8096,888.4682,888.4682,977.87,0,0,0,0,0,0
4510,1089.2453,1090.3247,1077.9022,1079.7066,6889,100.117,100.4167,99.9174,100.1802,1287,108.7567,108.9335,108.3526,108.4165,8594.25,101.5926,101.7926,101.3964,101.7532,1609,1555.9774,1556.9,1552.4406,1552.6133,4859,881.2548,891.9826,881.2548,891.2457,976.19,0,0,0,0,0,0
4511,1079.7066,1080.9945,1079.1138,1079.2822,6236,100.1679,100.5981,100.0481,100.3123,1478.9,108.4165,110.8374,108.1932,110.5828,7813.54,101.7532,102.2727,101.6155,102.2142,1570,1552.6133,1555.128,1545.7203,1548.8765,9605,890.1674,902.1003,890.1674,895.7781,975.14,0,0,0,0,0,0
